dossier_id,nom,description,risques_cibles,risques_naturels,risques_technologiques,public_cible,date_debut,date_fin,adresse,nom_commune,insee_dep,departement,id,organisateur,etat_du_dossier,est_risques_naturels,est_risques_technologiques,est_inondations,est_feux_de_foret,est_tempete_cyclone,est_seisme,est_eruption_volcanique,est_mouvement_de_terrain,est_risques_littoraux,est_avalanche,est_radon,est_accidents_industriels,est_accidents_nucleaires,est_rupture_de_barrage,est_transport_de_matieres_dangereuses,est_tous_public,est_famille,est_jeune_public,est_seniors,lat,lon,action_id
13389066,Tous résilients face aux risques,"Le projet vise à : -	Sensibiliser les populations aux risques qui les environnent. Informer et acculturer toutes les parties prenantes aux mesures qui permettent de réduire leur exposition au risque en cas de catastrophe naturelle ou technologique.  -	Inciter les populations à passer à l’action pour préparer : kit de survie en cas d'évacuation ou de confinement, plan personnel de secours (PMSF, plan d’urgence de quartier),  -	Former aux gestes qui sauvent via la réalité virtuelle.",Risques naturels,"Inondations, Tempête/cyclone, Éruption volcanique, Séisme, Risques littoraux, Radon",,"Tous public, Famille, Jeune public, Séniors",2021-10-16,2023-10-16,Petit Manoir 97232 Le Lamentin,Le Lamentin (97232),972,Martinique,13389066,EMERGENCES SECOURISME,En construction,True,False,True,False,True,True,True,False,True,False,True,False,False,False,False,True,True,True,True,14.6110509,-60.9982706,
13389066,Tous résilients face aux risques,"Le projet vise à : -	Sensibiliser les populations aux risques qui les environnent. Informer et acculturer toutes les parties prenantes aux mesures qui permettent de réduire leur exposition au risque en cas de catastrophe naturelle ou technologique.  -	Inciter les populations à passer à l’action pour préparer : kit de survie en cas d'évacuation ou de confinement, plan personnel de secours (PMSF, plan d’urgence de quartier),  -	Former aux gestes qui sauvent via la réalité virtuelle.",Risques naturels,"Inondations, Tempête/cyclone, Éruption volcanique, Séisme, Risques littoraux, Radon",,"Tous public, Famille, Jeune public, Séniors",2021-10-16,2023-10-16,Le Bourg Nord 97220 La Trinité,La Trinité (97220),972,Martinique,13389066,EMERGENCES SECOURISME,En construction,True,False,True,False,True,True,True,False,True,False,True,False,False,False,False,True,True,True,True,14.7380399,-60.9645707,
13389066,Tous résilients face aux risques,"Le projet vise à : -	Sensibiliser les populations aux risques qui les environnent. Informer et acculturer toutes les parties prenantes aux mesures qui permettent de réduire leur exposition au risque en cas de catastrophe naturelle ou technologique.  -	Inciter les populations à passer à l’action pour préparer : kit de survie en cas d'évacuation ou de confinement, plan personnel de secours (PMSF, plan d’urgence de quartier),  -	Former aux gestes qui sauvent via la réalité virtuelle.",Risques naturels,"Inondations, Tempête/cyclone, Éruption volcanique, Séisme, Risques littoraux, Radon",,"Tous public, Famille, Jeune public, Séniors",2021-10-16,2023-10-16,Cite Ozanam Bateliere 97233 Schœlcher,Schœlcher (97233),972,Martinique,13389066,EMERGENCES SECOURISME,En construction,True,False,True,False,True,True,True,False,True,False,True,False,False,False,False,True,True,True,True,14.6169451,-61.1004559,
13389066,Tous résilients face aux risques,"Le projet vise à : -	Sensibiliser les populations aux risques qui les environnent. Informer et acculturer toutes les parties prenantes aux mesures qui permettent de réduire leur exposition au risque en cas de catastrophe naturelle ou technologique.  -	Inciter les populations à passer à l’action pour préparer : kit de survie en cas d'évacuation ou de confinement, plan personnel de secours (PMSF, plan d’urgence de quartier),  -	Former aux gestes qui sauvent via la réalité virtuelle.",Risques naturels,"Inondations, Tempête/cyclone, Éruption volcanique, Séisme, Risques littoraux, Radon",,"Tous public, Famille, Jeune public, Séniors",2021-10-16,2023-10-16,Route de la Pointe des Sables 97200 Fort-de-France,Fort-de-France (97200),972,Martinique,13389066,EMERGENCES SECOURISME,En construction,True,False,True,False,True,True,True,False,True,False,True,False,False,False,False,True,True,True,True,14.6026555,-61.0414903,
13389066,Tous résilients face aux risques,"Le projet vise à : -	Sensibiliser les populations aux risques qui les environnent. Informer et acculturer toutes les parties prenantes aux mesures qui permettent de réduire leur exposition au risque en cas de catastrophe naturelle ou technologique.  -	Inciter les populations à passer à l’action pour préparer : kit de survie en cas d'évacuation ou de confinement, plan personnel de secours (PMSF, plan d’urgence de quartier),  -	Former aux gestes qui sauvent via la réalité virtuelle.",Risques naturels,"Inondations, Tempête/cyclone, Éruption volcanique, Séisme, Risques littoraux, Radon",,"Tous public, Famille, Jeune public, Séniors",2021-10-16,2023-10-16,Zone Acajou Californie 97232 Le Lamentin,Le Lamentin (97232),972,Martinique,13389066,EMERGENCES SECOURISME,En construction,True,False,True,False,True,True,True,False,True,False,True,False,False,False,False,True,True,True,True,14.6171935,-61.0262294,
13389066,Tous résilients face aux risques,"Le projet vise à : -	Sensibiliser les populations aux risques qui les environnent. Informer et acculturer toutes les parties prenantes aux mesures qui permettent de réduire leur exposition au risque en cas de catastrophe naturelle ou technologique.  -	Inciter les populations à passer à l’action pour préparer : kit de survie en cas d'évacuation ou de confinement, plan personnel de secours (PMSF, plan d’urgence de quartier),  -	Former aux gestes qui sauvent via la réalité virtuelle.",Risques naturels,"Inondations, Tempête/cyclone, Éruption volcanique, Séisme, Risques littoraux, Radon",,"Tous public, Famille, Jeune public, Séniors",2021-10-16,2023-10-16,Belle Étoile 97212 Saint-Joseph,Saint-Joseph (97212),972,Martinique,13389066,EMERGENCES SECOURISME,En construction,True,False,True,False,True,True,True,False,True,False,True,False,False,False,False,True,True,True,True,14.6708819,-61.0277602,
13390519,Tous résilients face aux risques,"Le projet vise à : -	Sensibiliser les populations aux risques qui les environnent. Informer et acculturer toutes les parties prenantes aux mesures qui permettent de réduire leur exposition au risque en cas de catastrophe naturelle ou technologique.  -	Inciter les populations à passer à l’action pour préparer : kit de survie en cas d'évacuation ou de confinement, plan personnel de secours (PMSF, plan d’urgence de quartier),  -	Former aux gestes qui sauvent via la réalité virtuelle.","Risques naturels, Risques technologiques","Inondations, Séisme, Risques littoraux, Mouvement de terrain, Radon",Accidents industriels,"Tous public, Famille, Jeune public, Séniors",2023-10-01,2023-10-15,Avenue Patrick Saint-Éloi 97139 Les Abymes,Les Abymes (97139),971,Guadeloupe,13390519,EMERGENCES SECOURISME GUADELOUPE,En construction,True,True,True,False,False,True,False,True,True,False,True,True,False,False,False,True,True,True,True,16.2594727,-61.5185412,
13390519,Tous résilients face aux risques,"Le projet vise à : -	Sensibiliser les populations aux risques qui les environnent. Informer et acculturer toutes les parties prenantes aux mesures qui permettent de réduire leur exposition au risque en cas de catastrophe naturelle ou technologique.  -	Inciter les populations à passer à l’action pour préparer : kit de survie en cas d'évacuation ou de confinement, plan personnel de secours (PMSF, plan d’urgence de quartier),  -	Former aux gestes qui sauvent via la réalité virtuelle.","Risques naturels, Risques technologiques","Inondations, Séisme, Risques littoraux, Mouvement de terrain, Radon",Accidents industriels,"Tous public, Famille, Jeune public, Séniors",2023-10-01,2023-10-15,Moudong Sud 97122 Baie-Mahault,Baie-Mahault (97122),971,Guadeloupe,13390519,EMERGENCES SECOURISME GUADELOUPE,En construction,True,True,True,False,False,True,False,True,True,False,True,True,False,False,False,True,True,True,True,16.2679458,-61.5870766,
13390519,Tous résilients face aux risques,"Le projet vise à : -	Sensibiliser les populations aux risques qui les environnent. Informer et acculturer toutes les parties prenantes aux mesures qui permettent de réduire leur exposition au risque en cas de catastrophe naturelle ou technologique.  -	Inciter les populations à passer à l’action pour préparer : kit de survie en cas d'évacuation ou de confinement, plan personnel de secours (PMSF, plan d’urgence de quartier),  -	Former aux gestes qui sauvent via la réalité virtuelle.","Risques naturels, Risques technologiques","Inondations, Séisme, Risques littoraux, Mouvement de terrain, Radon",Accidents industriels,"Tous public, Famille, Jeune public, Séniors",2023-10-01,2023-10-15,Bd du Marquisat du Houelbourg 97122 Baie-Mahault,Baie-Mahault (97122),971,Guadeloupe,13390519,EMERGENCES SECOURISME GUADELOUPE,En construction,True,True,True,False,False,True,False,True,True,False,True,True,False,False,False,True,True,True,True,16.2679458,-61.5870766,
13390519,Tous résilients face aux risques,"Le projet vise à : -	Sensibiliser les populations aux risques qui les environnent. Informer et acculturer toutes les parties prenantes aux mesures qui permettent de réduire leur exposition au risque en cas de catastrophe naturelle ou technologique.  -	Inciter les populations à passer à l’action pour préparer : kit de survie en cas d'évacuation ou de confinement, plan personnel de secours (PMSF, plan d’urgence de quartier),  -	Former aux gestes qui sauvent via la réalité virtuelle.","Risques naturels, Risques technologiques","Inondations, Séisme, Risques littoraux, Mouvement de terrain, Radon",Accidents industriels,"Tous public, Famille, Jeune public, Séniors",2023-10-01,2023-10-15,43 Rue Henri Becquerel 97122 Baie-Mahault,Baie-Mahault (97122),971,Guadeloupe,13390519,EMERGENCES SECOURISME GUADELOUPE,En construction,True,True,True,False,False,True,False,True,True,False,True,True,False,False,False,True,True,True,True,16.2463137,-61.5707691,
13390519,Tous résilients face aux risques,"Le projet vise à : -	Sensibiliser les populations aux risques qui les environnent. Informer et acculturer toutes les parties prenantes aux mesures qui permettent de réduire leur exposition au risque en cas de catastrophe naturelle ou technologique.  -	Inciter les populations à passer à l’action pour préparer : kit de survie en cas d'évacuation ou de confinement, plan personnel de secours (PMSF, plan d’urgence de quartier),  -	Former aux gestes qui sauvent via la réalité virtuelle.","Risques naturels, Risques technologiques","Inondations, Séisme, Risques littoraux, Mouvement de terrain, Radon",Accidents industriels,"Tous public, Famille, Jeune public, Séniors",2023-10-01,2023-10-15,18 Boulevard Hegesippe Legitimus 97110 Pointe-à-Pitre,Pointe-à-Pitre (97110),971,Guadeloupe,13390519,EMERGENCES SECOURISME GUADELOUPE,En construction,True,True,True,False,False,True,False,True,True,False,True,True,False,False,False,True,True,True,True,16.2408636,-61.5334077,
13390519,Tous résilients face aux risques,"Le projet vise à : -	Sensibiliser les populations aux risques qui les environnent. Informer et acculturer toutes les parties prenantes aux mesures qui permettent de réduire leur exposition au risque en cas de catastrophe naturelle ou technologique.  -	Inciter les populations à passer à l’action pour préparer : kit de survie en cas d'évacuation ou de confinement, plan personnel de secours (PMSF, plan d’urgence de quartier),  -	Former aux gestes qui sauvent via la réalité virtuelle.","Risques naturels, Risques technologiques","Inondations, Séisme, Risques littoraux, Mouvement de terrain, Radon",Accidents industriels,"Tous public, Famille, Jeune public, Séniors",2023-10-01,2023-10-15,Rue de la mairie ,Saint-Martin (97150),971,Guadeloupe,13390519,EMERGENCES SECOURISME GUADELOUPE,En construction,True,True,True,False,False,True,False,True,True,False,True,True,False,False,False,True,True,True,True,47.3916675,4.3847019,
13390519,Tous résilients face aux risques,"Le projet vise à : -	Sensibiliser les populations aux risques qui les environnent. Informer et acculturer toutes les parties prenantes aux mesures qui permettent de réduire leur exposition au risque en cas de catastrophe naturelle ou technologique.  -	Inciter les populations à passer à l’action pour préparer : kit de survie en cas d'évacuation ou de confinement, plan personnel de secours (PMSF, plan d’urgence de quartier),  -	Former aux gestes qui sauvent via la réalité virtuelle.","Risques naturels, Risques technologiques","Inondations, Séisme, Risques littoraux, Mouvement de terrain, Radon",Accidents industriels,"Tous public, Famille, Jeune public, Séniors",2023-10-01,2023-10-15,Route de Gardel 97160 Le Moule,Le Moule (97160),971,Guadeloupe,13390519,EMERGENCES SECOURISME GUADELOUPE,En construction,True,True,True,False,False,True,False,True,True,False,True,True,False,False,False,True,True,True,True,16.3194004,-61.3264203,
13439827,"Mini-conférence "" Arts et Sciences pour les plus jeunes""","Une démarche scientifique et artistique. À destination des enfants. Ces interventions nourries d’une interaction de deux disciplines (sciences, arts graphiques & numériques) avec une dimension « arts et sciences » expérimentée lors d’une résidence d’un an sur le campus de sciences de Rouen. Sensibiliser au changement climatique sans alimenter l’éco-anxiété. Expliquer la montée des eaux, les crues et décrues de la Seine, l’impact sur l’environnement du territoire. Présenter des solutions et expliquer l’utilité d’« Amplitude ». ",Risques naturels,Inondations,,"Tous public, Jeune public",2023-10-14,2023-10-20,Micro-Folie/ Théâtre de Duclair Place du Géneral de Gaulle 76480 Duclair,Duclair (76480),76,Seine-Maritime,13439827,MAIRIE DE DUCLAIR,En construction,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,49.482563,0.8754968,
13439827,"Mini-conférence "" Arts et Sciences pour les plus jeunes""","Une démarche scientifique et artistique. À destination des enfants. Ces interventions nourries d’une interaction de deux disciplines (sciences, arts graphiques & numériques) avec une dimension « arts et sciences » expérimentée lors d’une résidence d’un an sur le campus de sciences de Rouen. Sensibiliser au changement climatique sans alimenter l’éco-anxiété. Expliquer la montée des eaux, les crues et décrues de la Seine, l’impact sur l’environnement du territoire. Présenter des solutions et expliquer l’utilité d’« Amplitude ». ",Risques naturels,Inondations,,"Tous public, Jeune public",2023-10-14,2023-10-20,Ecole André Malraux 222 rue Victor Hugo - 76480 Duclai,Duclair (76480),76,Seine-Maritime,13439827,MAIRIE DE DUCLAIR,En construction,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,49.482563,0.8754968,
